loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
5380,0, Not Graduate, No,5900000,12200000,2,624,3200000,1900000,16400000,6100000, Rejected
5381,5, Not Graduate, No,6600000,14100000,10,346,15300000,2200000,14000000,7700000, Rejected
5382,1, Graduate, No,4700000,16400000,16,391,13800000,5900000,10400000,2900000, Rejected
5383,3, Graduate, Yes,3000000,5700000,12,345,8500000,2600000,9500000,3000000, Rejected
5384,4, Not Graduate, Yes,5900000,14200000,14,415,4100000,10500000,14800000,6500000, Rejected
5385,2, Not Graduate, No,1700000,5400000,20,766,2600000,600000,3900000,1100000, Approved
5386,1, Graduate, Yes,600000,1700000,16,690,2100000,400000,1700000,900000, Approved
5387,2, Graduate, No,3600000,13200000,16,400,6200000,700000,13700000,3300000, Rejected
5388,3, Not Graduate, No,4100000,8700000,4,852,12600000,0,16200000,3400000, Approved
5389,2, Not Graduate, No,6000000,21700000,10,312,1500000,10700000,16000000,5300000, Rejected
5390,5, Graduate, Yes,2000000,9300000,16,651,3800000,2600000,7500000,3300000, Approved
5391,0, Not Graduate, Yes,7600000,30400000,20,822,22100000,12600000,26300000,10900000, Approved
5392,1, Not Graduate, Yes,3700000,11000000,14,766,3800000,2600000,12900000,4200000, Approved
5393,4, Not Graduate, Yes,5700000,13000000,14,715,15000000,9300000,16800000,7400000, Approved
5394,3, Graduate, No,7400000,23600000,10,462,6700000,6700000,27900000,9300000, Rejected
5395,4, Graduate, No,2200000,8700000,6,610,2700000,2900000,6900000,3400000, Approved
5396,5, Not Graduate, Yes,2000000,7300000,14,785,3800000,3300000,4400000,1000000, Approved
5397,1, Not Graduate, Yes,4600000,14400000,2,382,7000000,8800000,12700000,6000000, Approved
5398,0, Not Graduate, Yes,7200000,25000000,6,531,6400000,2900000,23400000,4800000, Rejected
5399,0, Not Graduate, Yes,4400000,12100000,6,603,2400000,7500000,17500000,6500000, Approved
5400,5, Not Graduate, Yes,3100000,8900000,18,533,300000,6600000,10600000,4100000, Rejected
5401,0, Graduate, No,9200000,27000000,18,572,5800000,10700000,30800000,14700000, Approved
5402,0, Not Graduate, No,8100000,26800000,20,349,5400000,5600000,23200000,5700000, Rejected
5403,5, Not Graduate, No,2800000,5800000,2,808,1000000,2000000,7300000,2500000, Rejected
5404,3, Graduate, Yes,1900000,5800000,8,662,700000,2200000,5900000,1500000, Approved
5405,5, Not Graduate, No,3200000,10800000,10,697,5500000,1800000,6800000,1600000, Approved
5406,5, Graduate, No,10000000,26800000,2,479,14500000,5400000,24400000,9500000, Rejected
5407,3, Not Graduate, No,4100000,8700000,2,841,11000000,0,16500000,3400000, Approved
5408,1, Graduate, Yes,9500000,25400000,10,580,23100000,3300000,24200000,15600000, Approved
5409,4, Not Graduate, No,4300000,9900000,16,892,9200000,8000000,14000000,6100000, Approved
5410,0, Graduate, No,1900000,5600000,18,340,500000,600000,5700000,1700000, Rejected
5411,4, Graduate, Yes,6500000,22400000,6,410,7100000,9300000,25400000,4000000, Rejected
5412,4, Graduate, No,7400000,28100000,16,315,12900000,6600000,21700000,10700000, Rejected
5413,3, Not Graduate, No,4300000,10800000,10,678,8700000,600000,16700000,5400000, Approved
5414,2, Graduate, No,5700000,14000000,12,501,9400000,11100000,19600000,4300000, Rejected
5415,5, Graduate, Yes,3500000,9300000,20,563,4400000,6500000,7400000,4900000, Approved
5416,3, Graduate, No,4800000,10200000,2,640,9200000,2300000,14400000,4900000, Approved
5417,3, Graduate, No,5200000,10900000,6,340,0,5400000,10900000,7800000, Rejected
5418,3, Graduate, No,4900000,11500000,6,327,0,5900000,11400000,8400000, Rejected
5419,4, Graduate, No,1200000,4400000,6,687,2600000,2500000,4300000,1700000, Approved
5420,0, Not Graduate, Yes,2000000,5900000,18,713,5200000,200000,6600000,2200000, Approved
5421,0, Not Graduate, No,7600000,32100000,14,856,19100000,10800000,27900000,10500000, Approved
5422,5, Graduate, No,4000000,14200000,6,491,0,1400000,16000000,3400000, Rejected
5423,5, Graduate, Yes,5100000,17200000,16,468,9100000,8300000,14600000,4300000, Rejected
5424,2, Not Graduate, No,5000000,13400000,8,317,10400000,8100000,19100000,3000000, Rejected
5425,0, Graduate, Yes,1100000,3500000,8,564,2500000,800000,2100000,1400000, Approved
5426,3, Not Graduate, Yes,900000,2700000,20,395,1700000,400000,1500000,400000, Rejected
5427,2, Not Graduate, No,8700000,34000000,18,455,13900000,9600000,34300000,13000000, Rejected
5428,4, Graduate, Yes,9000000,29100000,14,523,4700000,100000,33700000,9900000, Rejected
5429,5, Graduate, Yes,5900000,14000000,20,800,15100000,9700000,14700000,3100000, Rejected
5430,4, Not Graduate, Yes,8700000,19800000,10,876,23900000,7800000,22800000,10300000, Approved
5431,2, Not Graduate, No,5000000,13600000,12,855,2200000,7600000,12400000,4400000, Approved
5432,2, Graduate, No,6700000,22600000,20,394,2000000,2300000,19600000,8700000, Rejected
5433,0, Not Graduate, Yes,900000,2500000,16,801,700000,0,3100000,1100000, Approved
5434,5, Not Graduate, Yes,4400000,12700000,14,768,13300000,8700000,12000000,3700000, Approved
5435,3, Graduate, Yes,500000,1800000,18,632,0,700000,900000,500000, Approved
5436,3, Graduate, Yes,5600000,18900000,14,449,15600000,0,18300000,5600000, Rejected
5437,3, Not Graduate, Yes,6000000,19700000,4,785,4700000,9200000,18200000,7600000, Approved
5438,5, Graduate, Yes,5400000,17400000,14,871,900000,2700000,13800000,8100000, Approved
5439,3, Not Graduate, No,9000000,26500000,16,407,19300000,2700000,35500000,11200000, Rejected
5440,3, Not Graduate, No,500000,800000,2,441,400000,0,1100000,200000, Rejected
5441,3, Graduate, Yes,500000,1700000,10,525,300000,500000,1400000,200000, Rejected
5442,0, Graduate, No,1600000,5700000,18,345,2600000,700000,7000000,800000, Rejected
5443,5, Not Graduate, No,8100000,25500000,4,431,3800000,8800000,23900000,7200000, Approved
5444,0, Graduate, No,1600000,3500000,12,720,100000,1400000,3000000,1400000, Approved
5445,3, Graduate, No,4800000,10300000,4,694,7300000,1400000,15600000,4600000, Approved
5446,5, Not Graduate, Yes,2200000,6600000,16,604,6400000,3300000,7900000,2100000, Approved
5447,4, Graduate, No,2500000,4900000,16,466,6100000,4100000,5400000,2100000, Rejected
5448,5, Not Graduate, No,7900000,20700000,12,753,22400000,13500000,19800000,9800000, Approved
5449,4, Graduate, Yes,7700000,25500000,4,668,900000,2300000,25500000,7700000, Approved
5450,5, Not Graduate, No,4500000,10700000,8,801,5500000,3900000,16200000,4400000, Approved
5451,1, Graduate, No,1400000,5100000,12,748,2700000,0,3700000,500000, Approved
5452,4, Graduate, No,9100000,35600000,18,471,9900000,13300000,26800000,10400000, Rejected
5453,4, Graduate, Yes,8400000,21100000,18,752,12800000,15000000,32900000,13600000, Approved
5454,2, Not Graduate, Yes,5900000,16000000,14,900,400000,10200000,15500000,5200000, Approved
5455,2, Not Graduate, No,7300000,23400000,6,367,21200000,3000000,22100000,11200000, Rejected
5456,2, Graduate, Yes,200000,900000,10,765,600000,200000,900000,400000, Approved
5457,1, Graduate, Yes,1800000,4200000,4,620,4300000,2800000,7400000,800000, Approved
5458,2, Graduate, No,9500000,35500000,12,322,14000000,8500000,18800000,8900000, Rejected
5459,3, Not Graduate, Yes,7600000,27100000,6,346,8100000,500000,19600000,10000000, Rejected
5460,2, Graduate, Yes,7900000,26500000,8,438,22300000,11900000,19400000,9900000, Rejected
5461,3, Graduate, No,5400000,11800000,6,723,9100000,8000000,12500000,4900000, Approved
5462,3, Not Graduate, No,8200000,28200000,12,563,21200000,9400000,23600000,4800000, Approved
5463,1, Not Graduate, No,6300000,24000000,2,750,1300000,6600000,22100000,4200000, Approved
5464,2, Graduate, No,8500000,27600000,8,435,11400000,5100000,29800000,4100000, Rejected
5465,5, Graduate, Yes,1400000,4500000,2,610,1400000,400000,3000000,1400000, Approved
5466,2, Not Graduate, No,2800000,6000000,6,892,1000000,3800000,10600000,1600000, Approved
5467,1, Graduate, No,2700000,7100000,18,588,7700000,600000,7700000,1400000, Approved
5468,1, Graduate, Yes,9400000,25300000,18,760,21800000,6100000,37200000,5100000, Approved
5469,4, Not Graduate, No,4200000,13000000,14,755,11800000,4100000,10400000,3700000, Approved
5470,4, Graduate, No,6600000,21100000,8,885,17400000,5600000,14600000,10100000, Approved
5471,2, Graduate, Yes,3500000,11400000,10,759,1900000,3900000,8700000,3000000, Approved
5472,5, Graduate, Yes,6500000,19200000,12,589,200000,1900000,16400000,5800000, Approved
5473,4, Graduate, Yes,1100000,4500000,6,482,1000000,700000,4200000,1600000, Rejected
5474,5, Graduate, No,8300000,26600000,4,329,8700000,1200000,30800000,8900000, Rejected
5475,1, Not Graduate, No,6300000,18100000,20,447,3500000,7400000,23100000,7800000, Rejected
5476,3, Not Graduate, Yes,5400000,16000000,16,561,11000000,6800000,13900000,6600000, Approved
5477,2, Graduate, No,8100000,20000000,14,900,20400000,14600000,21100000,7900000, Approved
5478,2, Graduate, No,7700000,16700000,6,550,11600000,3000000,17900000,8400000, Approved
5479,2, Not Graduate, Yes,6800000,18500000,16,817,6100000,9400000,13200000,4000000, Approved
5480,4, Not Graduate, No,2900000,10900000,16,647,8500000,4900000,10500000,2000000, Approved
5481,2, Graduate, No,4700000,19100000,4,867,9100000,5900000,14700000,6100000, Approved
5482,5, Not Graduate, No,4400000,13600000,18,574,9000000,3100000,11300000,6000000, Approved
5483,5, Not Graduate, Yes,7400000,24300000,16,856,4200000,7400000,19800000,8500000, Approved
5484,2, Not Graduate, Yes,2100000,6700000,14,825,4600000,3800000,4800000,2100000, Approved
5485,1, Not Graduate, Yes,5700000,15900000,14,836,200000,10600000,15000000,4900000, Approved
5486,0, Not Graduate, Yes,4500000,15100000,18,446,6300000,1400000,10500000,4500000, Rejected
5487,4, Not Graduate, Yes,6500000,24800000,4,468,11800000,600000,17800000,8200000, Rejected
5488,0, Graduate, No,5700000,12700000,2,435,3500000,4200000,15300000,4400000, Rejected
5489,0, Graduate, No,9400000,21000000,6,402,6800000,600000,18900000,9700000, Rejected
5490,2, Graduate, Yes,7500000,21400000,6,525,12000000,2500000,19500000,10600000, Rejected
5491,1, Graduate, Yes,3300000,8700000,4,418,1000000,2700000,10900000,3800000, Rejected
5492,1, Not Graduate, No,6900000,15700000,10,703,2000000,2400000,24100000,5200000, Approved
5493,1, Graduate, No,3000000,7500000,4,598,2800000,1600000,7600000,4300000, Approved
5494,0, Not Graduate, Yes,8900000,35700000,4,705,15600000,18300000,25400000,9400000, Approved
5495,0, Not Graduate, Yes,2200000,7900000,20,768,0,3600000,7100000,2200000, Approved
5496,0, Graduate, Yes,700000,1600000,4,743,2300000,1100000,3100000,300000, Approved
5497,5, Not Graduate, No,8900000,28100000,10,775,7500000,13300000,34000000,4900000, Approved
5498,0, Not Graduate, No,6000000,23000000,16,300,11600000,6100000,17000000,7000000, Rejected
5499,5, Not Graduate, Yes,6000000,16300000,6,806,15700000,5300000,11700000,2800000, Approved
5500,2, Not Graduate, No,1700000,5600000,16,527,400000,3100000,5500000,1600000, Rejected
5501,1, Graduate, Yes,200000,400000,20,896,200000,100000,200000,0, Approved
5502,4, Graduate, Yes,600000,1400000,4,769,800000,600000,2100000,300000, Approved
5503,3, Graduate, No,9400000,20700000,10,657,19900000,6700000,38000000,9600000, Approved
5504,5, Graduate, No,5700000,18700000,8,860,3000000,11100000,15800000,7600000, Approved
5505,5, Graduate, Yes,7100000,19200000,4,702,16200000,2800000,15400000,4900000, Approved
5506,3, Graduate, No,3800000,8000000,20,662,9100000,400000,11000000,3400000, Approved
5507,3, Not Graduate, Yes,6000000,18800000,18,757,2900000,8300000,19000000,9300000, Rejected
5508,0, Not Graduate, No,600000,1800000,14,517,100000,300000,2200000,500000, Rejected
5509,2, Not Graduate, Yes,9800000,33400000,4,465,27700000,16500000,24700000,4700000, Approved
5510,0, Graduate, Yes,1000000,3200000,2,890,1900000,1600000,2300000,1400000, Approved
5511,2, Not Graduate, Yes,1300000,3300000,4,795,3600000,2000000,4300000,800000, Approved
5512,0, Graduate, No,3800000,12500000,16,840,8200000,2200000,11000000,2600000, Approved
5513,0, Graduate, No,1000000,3200000,10,483,2900000,200000,2900000,1500000, Rejected
5514,4, Graduate, No,3400000,8300000,2,565,5600000,1900000,10300000,2800000, Approved
5515,0, Not Graduate, Yes,3000000,8200000,8,335,8100000,5100000,9900000,2900000, Rejected
5516,5, Not Graduate, No,6000000,22100000,12,805,500000,9600000,23000000,5500000, Approved
5517,1, Not Graduate, Yes,3300000,11700000,14,832,3800000,5800000,10900000,4400000, Approved
5518,5, Graduate, Yes,700000,2600000,12,413,600000,100000,3000000,800000, Rejected
5519,3, Not Graduate, Yes,8000000,26500000,10,837,8700000,6600000,25700000,6000000, Approved
5520,3, Not Graduate, No,4100000,12600000,16,460,9400000,1000000,14200000,5800000, Rejected
5521,1, Graduate, Yes,3300000,8600000,16,349,2400000,3400000,7400000,3400000, Rejected
5522,2, Graduate, No,3400000,12200000,14,372,9600000,4100000,13800000,5600000, Rejected
5523,5, Not Graduate, No,6700000,14100000,4,874,11500000,8700000,14100000,5200000, Approved
5524,2, Graduate, Yes,5900000,13900000,8,609,4700000,8700000,17900000,7000000, Approved
5525,4, Not Graduate, Yes,8400000,19400000,16,493,10400000,10500000,27800000,5300000, Rejected
5526,3, Not Graduate, No,8600000,25500000,18,750,9200000,1300000,32000000,10000000, Approved
5527,4, Not Graduate, Yes,8400000,31000000,16,768,13900000,8400000,17600000,8200000, Approved
5528,2, Not Graduate, Yes,7600000,17800000,20,748,9500000,6200000,22900000,4700000, Approved
5529,3, Graduate, No,4400000,8800000,8,894,9500000,5300000,15200000,5400000, Approved
5530,4, Not Graduate, No,4700000,12000000,6,375,1800000,3900000,16500000,2600000, Rejected
5531,4, Not Graduate, No,7300000,29500000,18,446,5100000,13800000,17600000,6000000, Rejected
5532,0, Graduate, No,7200000,22600000,14,715,9200000,4800000,19100000,7200000, Approved
5533,0, Graduate, Yes,2700000,8300000,6,743,1000000,4500000,7400000,1900000, Approved
5534,3, Graduate, Yes,8000000,21200000,18,703,100000,700000,15900000,5900000, Approved
5535,4, Not Graduate, Yes,4700000,18300000,14,314,5200000,5700000,12800000,3400000, Rejected
5536,2, Not Graduate, Yes,9500000,30100000,16,477,27600000,7000000,33300000,7800000, Rejected
5537,5, Not Graduate, Yes,8700000,27000000,18,874,14800000,5300000,20500000,8000000, Approved
5538,3, Graduate, No,2800000,11000000,2,715,800000,2500000,5600000,3600000, Approved
5539,2, Graduate, No,9300000,31500000,16,771,200000,1900000,19600000,5000000, Rejected
5540,0, Not Graduate, Yes,300000,700000,8,876,500000,0,300000,100000, Approved
5541,3, Graduate, No,2000000,7600000,2,881,600000,1100000,7000000,2500000, Approved
5542,3, Not Graduate, Yes,6600000,15200000,14,466,16500000,8800000,18200000,3200000, Rejected
5543,5, Not Graduate, Yes,9600000,29600000,4,469,22200000,3700000,39600000,13300000, Approved
5544,0, Not Graduate, Yes,3400000,12800000,10,446,1200000,2400000,9600000,3200000, Rejected
5545,2, Graduate, Yes,7200000,21400000,14,531,2200000,14000000,17500000,7300000, Approved
5546,5, Not Graduate, Yes,7300000,22400000,18,900,19700000,10700000,19800000,10100000, Approved
5547,5, Not Graduate, Yes,7900000,16300000,6,300,7900000,8100000,18700000,6800000, Rejected
5548,3, Not Graduate, Yes,4900000,13600000,12,341,3400000,300000,13500000,2700000, Rejected
5549,4, Not Graduate, No,3700000,8400000,2,675,8400000,6100000,14400000,3200000, Approved
5550,0, Graduate, Yes,5200000,15200000,6,682,3900000,7100000,13400000,5300000, Approved
5551,2, Graduate, No,7800000,24100000,6,314,100000,4200000,30700000,10300000, Rejected
5552,4, Not Graduate, No,7300000,19200000,8,753,5100000,6100000,28500000,11200000, Approved
5553,0, Graduate, Yes,9200000,20700000,4,353,3300000,1500000,36900000,4700000, Rejected
5554,5, Not Graduate, Yes,8100000,17400000,10,398,14100000,14800000,24200000,8000000, Rejected
5555,1, Not Graduate, Yes,8800000,24900000,4,380,12000000,4000000,25000000,9400000, Rejected
5556,0, Not Graduate, No,4500000,14400000,16,643,4200000,2500000,15100000,2700000, Approved
5557,2, Graduate, Yes,7000000,14800000,8,827,14800000,8300000,23100000,4500000, Approved
5558,5, Not Graduate, No,5900000,20200000,20,383,13100000,11200000,17100000,5200000, Rejected
5559,1, Graduate, No,9600000,22600000,10,615,28100000,11300000,20900000,9800000, Approved
5560,1, Graduate, No,9100000,29700000,10,592,15700000,12100000,35400000,12200000, Approved
5561,4, Graduate, No,300000,1100000,4,342,100000,100000,1000000,400000, Approved
5562,4, Graduate, No,7800000,30700000,8,300,20800000,4600000,25700000,8400000, Rejected
5563,0, Graduate, No,800000,1900000,18,603,1300000,900000,2000000,300000, Approved
5564,4, Graduate, No,1100000,4200000,16,900,2700000,1500000,4300000,1700000, Approved
5565,0, Not Graduate, No,8000000,28400000,12,453,4900000,7700000,30700000,8000000, Rejected
5566,5, Graduate, Yes,9900000,21000000,16,345,24200000,13900000,28000000,13200000, Rejected
5567,4, Graduate, Yes,2700000,6400000,14,402,2500000,2000000,9000000,3200000, Rejected
5568,4, Not Graduate, No,1000000,3600000,2,611,1700000,1700000,2500000,600000, Approved
5569,5, Not Graduate, Yes,6400000,23100000,2,502,500000,10300000,16100000,8500000, Approved
5570,4, Graduate, Yes,5200000,22300000,16,563,4200000,1400000,15500000,8400000, Approved
5571,3, Not Graduate, No,2300000,8600000,12,556,3400000,1300000,5900000,1500000, Approved
5572,4, Not Graduate, Yes,700000,1500000,20,326,100000,300000,1900000,500000, Rejected
5573,5, Graduate, Yes,2700000,11100000,4,336,5000000,3400000,7700000,3000000, Rejected
5574,3, Graduate, No,5200000,12200000,14,834,4500000,9100000,18400000,6400000, Approved
5575,4, Graduate, Yes,6300000,22100000,2,461,7300000,2700000,25300000,3700000, Approved
5576,2, Not Graduate, Yes,5900000,25300000,10,737,12200000,10300000,17000000,5500000, Approved
5577,2, Not Graduate, Yes,3800000,13600000,2,412,6100000,3200000,9700000,6300000, Approved
5578,0, Not Graduate, No,3000000,7800000,6,689,3100000,5000000,9500000,3200000, Approved
5579,0, Graduate, Yes,5600000,14600000,16,373,11900000,3100000,17100000,6800000, Rejected
5580,5, Not Graduate, Yes,7500000,19800000,12,810,21400000,13800000,20200000,9600000, Approved
